year,rank,id,uri,track_href,analysis_url,wk_title,wk_artist,sp_title,sp_artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature
1946,1,3SpqiwLh1vaR0QeEDDvUrC,spotify:track:3SpqiwLh1vaR0QeEDDvUrC,https://api.spotify.com/v1/tracks/3SpqiwLh1vaR0QeEDDvUrC,https://api.spotify.com/v1/audio-analysis/3SpqiwLh1vaR0QeEDDvUrC,Prisoner of Love,Perry Como,Prisoner of Love (with Russ Case & His Orchestra & Chorus),"['Perry Como', 'Russ Case & His Orchestra & Chorus']",0.246,0.174,2.0,-12.901,1.0,0.0333,0.911,0.000359,0.119,0.191,80.938,audio_features,207200.0,4.0
1946,2,4xRdYnoXKNDPPrEicGPGCe,spotify:track:4xRdYnoXKNDPPrEicGPGCe,https://api.spotify.com/v1/tracks/4xRdYnoXKNDPPrEicGPGCe,https://api.spotify.com/v1/audio-analysis/4xRdYnoXKNDPPrEicGPGCe,To Each His Own,Eddy Howard,To Each His Own,['Eddy Howard'],0.344,0.0596,3.0,-16.766,1.0,0.0394,0.947,5.95e-05,0.181,0.15,81.037,audio_features,184293.0,4.0
1946,3,4kuoSXnEyTKWypYkvjjnwd,spotify:track:4kuoSXnEyTKWypYkvjjnwd,https://api.spotify.com/v1/tracks/4kuoSXnEyTKWypYkvjjnwd,https://api.spotify.com/v1/audio-analysis/4kuoSXnEyTKWypYkvjjnwd,The Gypsy,The Ink Spots,The Gypsy,['The Ink Spots'],0.531,0.125,7.0,-15.463,1.0,0.0552,0.812,0.0,0.103,0.222,76.056,audio_features,164533.0,4.0
1946,4,08jcVB28seFgQ5WrQiLKZQ,spotify:track:08jcVB28seFgQ5WrQiLKZQ,https://api.spotify.com/v1/tracks/08jcVB28seFgQ5WrQiLKZQ,https://api.spotify.com/v1/audio-analysis/08jcVB28seFgQ5WrQiLKZQ,Five Minutes More,Frank Sinatra,Five Minutes More,['Frank Sinatra'],0.67,0.0625,9.0,-20.393,1.0,0.0611,0.794,0.0,0.0762,0.569,142.894,audio_features,154773.0,4.0
1946,5,7AoGplARvZSMmwYrsWjSfy,spotify:track:7AoGplARvZSMmwYrsWjSfy,https://api.spotify.com/v1/tracks/7AoGplARvZSMmwYrsWjSfy,https://api.spotify.com/v1/audio-analysis/7AoGplARvZSMmwYrsWjSfy,Rumors Are Flying,Frankie Carle,Rumors Are Flying,['Frankie Carle'],0.332,0.204,11.0,-15.557,1.0,0.0437,0.951,0.00252,0.638,0.377,72.355,audio_features,183133.0,4.0
1946,6,584qaYkg1VK6TGWBOtJIEB,spotify:track:584qaYkg1VK6TGWBOtJIEB,https://api.spotify.com/v1/tracks/584qaYkg1VK6TGWBOtJIEB,https://api.spotify.com/v1/audio-analysis/584qaYkg1VK6TGWBOtJIEB,Oh! What It Seemed to Be,Frankie Carle,Oh! What It Seemed to Be,"['Frankie Carle, His Piano & Orchestra']",0.644,0.463,7.0,-14.6,1.0,0.0304,0.567,0.0392,0.412,0.811,105.297,audio_features,115133.0,3.0
1946,7,2qkqnpWaSM6zWqDpQWaFEL,spotify:track:2qkqnpWaSM6zWqDpQWaFEL,https://api.spotify.com/v1/tracks/2qkqnpWaSM6zWqDpQWaFEL,https://api.spotify.com/v1/audio-analysis/2qkqnpWaSM6zWqDpQWaFEL,Personality,Johnny Mercer and The Pied Pipers,Personality,"['Johnny Mercer', 'The Pied Pipers']",0.741,0.147,5.0,-16.563,1.0,0.0613,0.894,0.0,0.126,0.827,134.465,audio_features,169627.0,4.0
1946,8,5Z7MNRwfaVL1tEKsc6G7EQ,spotify:track:5Z7MNRwfaVL1tEKsc6G7EQ,https://api.spotify.com/v1/tracks/5Z7MNRwfaVL1tEKsc6G7EQ,https://api.spotify.com/v1/audio-analysis/5Z7MNRwfaVL1tEKsc6G7EQ,"South America, Take It Away",Bing Crosby and The Andrews Sisters,"South America, Take It Away - Single Version","['Bing Crosby', 'The Andrews Sisters', 'Vic Schoen & His Orchestra']",0.748,0.4,1.0,-11.47,1.0,0.116,0.742,0.0,0.106,0.842,78.388,audio_features,187293.0,4.0
1946,9,1lxLxma3m4k8fq2SMVFsSH,spotify:track:1lxLxma3m4k8fq2SMVFsSH,https://api.spotify.com/v1/tracks/1lxLxma3m4k8fq2SMVFsSH,https://api.spotify.com/v1/audio-analysis/1lxLxma3m4k8fq2SMVFsSH,The Gypsy,Dinah Shore,The Gypsy - 78rpm Version,['Dinah Shore'],0.348,0.0658,9.0,-20.77,1.0,0.0408,0.966,0.00129,0.184,0.202,81.839,audio_features,176960.0,4.0
1946,10,3h30Y0cknu8AndiHAPSX43,spotify:track:3h30Y0cknu8AndiHAPSX43,https://api.spotify.com/v1/tracks/3h30Y0cknu8AndiHAPSX43,https://api.spotify.com/v1/audio-analysis/3h30Y0cknu8AndiHAPSX43,Oh! What It Seemed to Be,Frank Sinatra,Oh! What It Seemed To Be,['Frank Sinatra'],0.371,0.0711,1.0,-19.32,1.0,0.0321,0.883,2.49e-05,0.335,0.346,66.967,audio_features,206133.0,3.0
1946,11,54ASUXVZNSUruVQ42N1QDJ,spotify:track:54ASUXVZNSUruVQ42N1QDJ,https://api.spotify.com/v1/tracks/54ASUXVZNSUruVQ42N1QDJ,https://api.spotify.com/v1/audio-analysis/54ASUXVZNSUruVQ42N1QDJ,Surrender,Perry Como,Surrender,['Perry Como'],0.273,0.106,7.0,-17.009,1.0,0.0386,0.987,0.141,0.265,0.112,80.062,audio_features,191307.0,1.0
1946,12,61d3zbeymdgxsnXw5hFvMy,spotify:track:61d3zbeymdgxsnXw5hFvMy,https://api.spotify.com/v1/tracks/61d3zbeymdgxsnXw5hFvMy,https://api.spotify.com/v1/audio-analysis/61d3zbeymdgxsnXw5hFvMy,"Doctor, Lawyer, Indian Chief",Betty Hutton,"Doctor, Lawyer, Indian Chief",['Betty Hutton'],0.7,0.291,8.0,-9.72,1.0,0.231,0.822,0.0,0.0639,0.943,176.253,audio_features,186187.0,4.0
1946,13,0RYbdAzWT0MBJzdr4vZJQB,spotify:track:0RYbdAzWT0MBJzdr4vZJQB,https://api.spotify.com/v1/tracks/0RYbdAzWT0MBJzdr4vZJQB,https://api.spotify.com/v1/audio-analysis/0RYbdAzWT0MBJzdr4vZJQB,Let It Snow! Let It Snow! Let It Snow!,Vaughn Monroe,"Let It Snow, Let It Snow, Let It Snow",['Vaughn Monroe'],0.591,0.148,2.0,-10.665,1.0,0.0298,0.985,0.00463,0.516,0.501,117.689,audio_features,184760.0,4.0
1946,14,5QEyScOgUFntL9U8k0HLzb,spotify:track:5QEyScOgUFntL9U8k0HLzb,https://api.spotify.com/v1/tracks/5QEyScOgUFntL9U8k0HLzb,https://api.spotify.com/v1/audio-analysis/5QEyScOgUFntL9U8k0HLzb,To Each His Own,Freddy Martin,To Each His Own,['Freddy Martin & His Orchestra'],0.218,0.293,9.0,-8.174,0.0,0.032,0.986,0.0354,0.373,0.267,92.151,audio_features,191293.0,3.0
1946,15,1M2NFzR0gAeDt8yIHuqlaQ,spotify:track:1M2NFzR0gAeDt8yIHuqlaQ,https://api.spotify.com/v1/tracks/1M2NFzR0gAeDt8yIHuqlaQ,https://api.spotify.com/v1/audio-analysis/1M2NFzR0gAeDt8yIHuqlaQ,Ole Buttermilk Sky,Kay Kyser,Ole Buttermilk Sky,['Kay Kyser & His Orchestra'],0.572,0.184,0.0,-14.434,1.0,0.0438,0.975,7.29e-05,0.159,0.829,168.596,audio_features,177507.0,4.0
1946,16,1xaWXoK9hKH3Op9VDCgqZT,spotify:track:1xaWXoK9hKH3Op9VDCgqZT,https://api.spotify.com/v1/tracks/1xaWXoK9hKH3Op9VDCgqZT,https://api.spotify.com/v1/audio-analysis/1xaWXoK9hKH3Op9VDCgqZT,To Each His Own,The Ink Spots,To Each His Own,['The Ink Spots'],0.489,0.0729,3.0,-16.442,1.0,0.0826,0.975,4.61e-05,0.104,0.202,70.464,audio_features,190000.0,4.0
1946,17,0CfT2uI4ArHMjmzzlWDqwj,spotify:track:0CfT2uI4ArHMjmzzlWDqwj,https://api.spotify.com/v1/tracks/0CfT2uI4ArHMjmzzlWDqwj,https://api.spotify.com/v1/audio-analysis/0CfT2uI4ArHMjmzzlWDqwj,Symphony,Freddy Martin,Symphony,['Freddy Martin'],0.181,0.225,7.0,-11.163,1.0,0.0347,0.943,0.307,0.149,0.173,179.347,audio_features,197880.0,3.0
1946,18,3gAUzbcHBs9f4oGg82YHXv,spotify:track:3gAUzbcHBs9f4oGg82YHXv,https://api.spotify.com/v1/tracks/3gAUzbcHBs9f4oGg82YHXv,https://api.spotify.com/v1/audio-analysis/3gAUzbcHBs9f4oGg82YHXv,The Old Lamp-Lighter,Sammy Kaye,The Old Lamplighter,['Sammy Kaye and His Orchestra'],0.288,0.108,2.0,-17.36,1.0,0.0351,0.985,0.000115,0.157,0.227,77.472,audio_features,207467.0,3.0
1946,19,5aYXgu5A7tpcMMOdqcgdks,spotify:track:5aYXgu5A7tpcMMOdqcgdks,https://api.spotify.com/v1/tracks/5aYXgu5A7tpcMMOdqcgdks,https://api.spotify.com/v1/audio-analysis/5aYXgu5A7tpcMMOdqcgdks,I Can't Begin to Tell You,Bing Crosby and Carmen Cavallaro,I Can't Begin To Tell You - Single Version,"['Bing Crosby', 'Carmen Cavallaro']",0.579,0.163,7.0,-18.842,1.0,0.0409,0.964,0.205,0.0962,0.315,97.798,audio_features,175693.0,4.0
1946,19,5D8AR8BAgxHfbT34d6e3jQ,spotify:track:5D8AR8BAgxHfbT34d6e3jQ,https://api.spotify.com/v1/tracks/5D8AR8BAgxHfbT34d6e3jQ,https://api.spotify.com/v1/audio-analysis/5D8AR8BAgxHfbT34d6e3jQ,I'm a Big Girl Now,Sammy Kaye,I'm a Big Girl Now,['Sammy Kaye'],0.687,0.0459,10.0,-14.807,1.0,0.0601,0.975,0.0,0.12,0.621,87.979,audio_features,187820.0,4.0
1946,21,4ti0GtMlFsSAE7cDJGzfWy,spotify:track:4ti0GtMlFsSAE7cDJGzfWy,https://api.spotify.com/v1/tracks/4ti0GtMlFsSAE7cDJGzfWy,https://api.spotify.com/v1/audio-analysis/4ti0GtMlFsSAE7cDJGzfWy,Symphony,Bing Crosby,White Christmas,"['Bing Crosby', 'Pentatonix', 'London Symphony Orchestra']",0.282,0.365,9.0,-10.263,1.0,0.0292,0.728,0.0023,0.109,0.259,98.082,audio_features,183640.0,3.0
1946,22,3zgiqJm2mHgT4VnIXG5wju,spotify:track:3zgiqJm2mHgT4VnIXG5wju,https://api.spotify.com/v1/tracks/3zgiqJm2mHgT4VnIXG5wju,https://api.spotify.com/v1/audio-analysis/3zgiqJm2mHgT4VnIXG5wju,Doin' What Comes Natur'lly,Dinah Shore with the Spade Cooley Orchestra,Doin' What Comes Natur'lly - 78rpm Version,['Dinah Shore'],0.884,0.157,7.0,-17.75,1.0,0.133,0.975,0.00013,0.0961,0.943,94.363,audio_features,188400.0,4.0
1946,22,6Y1nHjwgkfcQx4aMmS4d6p,spotify:track:6Y1nHjwgkfcQx4aMmS4d6p,https://api.spotify.com/v1/tracks/6Y1nHjwgkfcQx4aMmS4d6p,https://api.spotify.com/v1/audio-analysis/6Y1nHjwgkfcQx4aMmS4d6p,The Gypsy,Sammy Kaye,The Gypsy,['Sammy Kaye'],0.286,0.118,7.0,-14.041,1.0,0.0394,0.928,0.0776,0.14,0.242,86.713,audio_features,196838.0,4.0
1946,24,2RG22MnkRzrPNAyc0eFn8w,spotify:track:2RG22MnkRzrPNAyc0eFn8w,https://api.spotify.com/v1/tracks/2RG22MnkRzrPNAyc0eFn8w,https://api.spotify.com/v1/audio-analysis/2RG22MnkRzrPNAyc0eFn8w,Laughing on the Outside (Crying on the Inside),Dinah Shore,Laughing on the Outside (Crying on the Inside),['Dinah Shore'],0.414,0.148,7.0,-13.059,0.0,0.0387,0.92,1.36e-06,0.202,0.289,65.673,audio_features,186960.0,4.0
1946,25,5IVMrqxM3AX6xxoOQUF3ii,spotify:track:5IVMrqxM3AX6xxoOQUF3ii,https://api.spotify.com/v1/tracks/5IVMrqxM3AX6xxoOQUF3ii,https://api.spotify.com/v1/audio-analysis/5IVMrqxM3AX6xxoOQUF3ii,Five Minutes More,Tex Beneke with the Glenn Miller Orchestra,Give Me Five Minutes More,['Tex Beneke'],0.493,0.517,5.0,-3.628,1.0,0.0391,0.825,0.0012,0.109,0.799,81.915,audio_features,155973.0,4.0
1946,26,7qvklHIQLAAkbKz0gFlzL3,spotify:track:7qvklHIQLAAkbKz0gFlzL3,https://api.spotify.com/v1/tracks/7qvklHIQLAAkbKz0gFlzL3,https://api.spotify.com/v1/audio-analysis/7qvklHIQLAAkbKz0gFlzL3,Laughing on the Outside (Crying on the Inside),Andy Russell,Laughing On The Outside (Crying On The Inside) - Remastered,['Andy Russell'],0.284,0.209,0.0,-13.027,0.0,0.034,0.961,0.000195,0.439,0.311,135.745,audio_features,180200.0,4.0
1946,27,26bMzjKbEnrf97yFuWxVgX,spotify:track:26bMzjKbEnrf97yFuWxVgX,https://api.spotify.com/v1/tracks/26bMzjKbEnrf97yFuWxVgX,https://api.spotify.com/v1/audio-analysis/26bMzjKbEnrf97yFuWxVgX,Hey! Ba-Ba-Re-Bop,Tex Beneke with the Glenn Miller Orchestra,Hey! Ba-Ba-Re-Bop,['Tex Beneke And His Orchestra'],0.72,0.395,10.0,-9.844,0.0,0.0724,0.965,0.00253,0.368,0.939,96.085,audio_features,148437.0,4.0
1946,27,4x5UlW3b580k7xJOWWba80,spotify:track:4x5UlW3b580k7xJOWWba80,https://api.spotify.com/v1/tracks/4x5UlW3b580k7xJOWWba80,https://api.spotify.com/v1/audio-analysis/4x5UlW3b580k7xJOWWba80,They Say It's Wonderful,Perry Como,They Say It's Wonderful,['Perry Como'],0.311,0.0841,4.0,-15.885,1.0,0.0366,0.978,1.67e-06,0.212,0.244,81.843,audio_features,156027.0,5.0
1946,27,7xFNmLipYoM2p6raserdMS,spotify:track:7xFNmLipYoM2p6raserdMS,https://api.spotify.com/v1/tracks/7xFNmLipYoM2p6raserdMS,https://api.spotify.com/v1/audio-analysis/7xFNmLipYoM2p6raserdMS,To Each His Own,Tony Martin,To Each His Own,['Tony Martin'],0.406,0.193,3.0,-15.009,1.0,0.0349,0.898,1.71e-06,0.142,0.354,67.247,audio_features,189800.0,4.0
1946,30,6okq0UZQkgliW4zvGfIMC6,spotify:track:6okq0UZQkgliW4zvGfIMC6,https://api.spotify.com/v1/tracks/6okq0UZQkgliW4zvGfIMC6,https://api.spotify.com/v1/audio-analysis/6okq0UZQkgliW4zvGfIMC6,You Won't Be Satisfied (Until You Break My Heart),Les Brown,You Won't Be Satisfied (Until You Break My Heart),"['Doris Day', 'Les Brown & His Orchestra']",0.525,0.019,6.0,-21.263,0.0,0.041,0.99,0.0012,0.0919,0.225,73.665,audio_features,183400.0,4.0
1946,31,2VrUcxWYViR8y0YfMPAZ1u,spotify:track:2VrUcxWYViR8y0YfMPAZ1u,https://api.spotify.com/v1/tracks/2VrUcxWYViR8y0YfMPAZ1u,https://api.spotify.com/v1/audio-analysis/2VrUcxWYViR8y0YfMPAZ1u,Symphony,Benny Goodman,Symphony,['Benny Goodman'],0.57,0.0644,8.0,-18.904,1.0,0.0336,0.968,0.00131,0.196,0.28,102.831,audio_features,188507.0,4.0
1946,32,4xFF6HBiaITonOuCKBvZX7,spotify:track:4xFF6HBiaITonOuCKBvZX7,https://api.spotify.com/v1/tracks/4xFF6HBiaITonOuCKBvZX7,https://api.spotify.com/v1/audio-analysis/4xFF6HBiaITonOuCKBvZX7,Doin' What Comes Natur'lly,Freddy Martin,Doin' What Comes Natur'lly,['Freddy Martin'],0.624,0.343,10.0,-11.314,1.0,0.0447,0.869,0.0,0.077,0.963,168.357,audio_features,193750.0,4.0
1946,32,7k3GfnMsOgzU9sygbZMeF3,spotify:track:7k3GfnMsOgzU9sygbZMeF3,https://api.spotify.com/v1/tracks/7k3GfnMsOgzU9sygbZMeF3,https://api.spotify.com/v1/audio-analysis/7k3GfnMsOgzU9sygbZMeF3,Oh! What It Seemed to Be,Charlie Spivak,Oh What It Seemed To Be,['Charlie Spivak & His Orchestra'],0.334,0.03,3.0,-27.598,1.0,0.0446,0.993,0.563,0.176,0.637,87.184,audio_features,156494.0,4.0
1946,32,0sJqdV5n24uO4AdeQsY7k7,spotify:track:0sJqdV5n24uO4AdeQsY7k7,https://api.spotify.com/v1/tracks/0sJqdV5n24uO4AdeQsY7k7,https://api.spotify.com/v1/audio-analysis/0sJqdV5n24uO4AdeQsY7k7,The Old Lamp-Lighter,Kay Kyser,The Old Lamp-Lighter,['Kay Kyser & His Orchestra'],0.24,0.0675,5.0,-17.702,1.0,0.0344,0.993,0.000464,0.119,0.228,82.782,audio_features,199160.0,4.0
1946,35,14SliLRXmE1YWwGIGWw4RO,spotify:track:14SliLRXmE1YWwGIGWw4RO,https://api.spotify.com/v1/tracks/14SliLRXmE1YWwGIGWw4RO,https://api.spotify.com/v1/audio-analysis/14SliLRXmE1YWwGIGWw4RO,Oh! What It Seemed to Be,Dick Haymes and Helen Forrest,Oh What It Seemed to Be,"['Dick Haymes', 'Helen Forrest']",0.345,0.22,0.0,-11.108,1.0,0.0372,0.969,3.47e-06,0.238,0.336,120.189,audio_features,179252.0,5.0
1946,36,13tWg6GRKh1Np1xIMW4WfI,spotify:track:13tWg6GRKh1Np1xIMW4WfI,https://api.spotify.com/v1/tracks/13tWg6GRKh1Np1xIMW4WfI,https://api.spotify.com/v1/audio-analysis/13tWg6GRKh1Np1xIMW4WfI,Rumors Are Flying,The Andrews Sisters and Les Paul Trio,Rumors Are Flying,"['Les Paul', 'The Andrews Sisters']",0.606,0.0879,10.0,-16.24,0.0,0.0468,0.989,0.0,0.103,0.333,145.417,audio_features,177573.0,4.0
1946,37,4xc6ja6BCitKPuRZj8NMva,spotify:track:4xc6ja6BCitKPuRZj8NMva,https://api.spotify.com/v1/tracks/4xc6ja6BCitKPuRZj8NMva,https://api.spotify.com/v1/audio-analysis/4xc6ja6BCitKPuRZj8NMva,Dig You Later (A Hubba-Hubba-Hubba),Perry Como,(A Hubba-Hubba-Hubba) Dig You Later,['Perry Como'],0.809,0.379,1.0,-11.242,1.0,0.268,0.947,0.0,0.176,0.863,80.225,audio_features,182973.0,4.0
1946,38,1EKV7dUjjJQW0n5jF6S8gK,spotify:track:1EKV7dUjjJQW0n5jF6S8gK,https://api.spotify.com/v1/tracks/1EKV7dUjjJQW0n5jF6S8gK,https://api.spotify.com/v1/audio-analysis/1EKV7dUjjJQW0n5jF6S8gK,Symphony,Jo Stafford,Symphony,['Jo Stafford'],0.305,0.215,7.0,-10.415,1.0,0.0332,0.926,3.62e-05,0.242,0.212,90.395,audio_features,150000.0,4.0
1946,39,46T3st4rXxGq5vtFI7S73u,spotify:track:46T3st4rXxGq5vtFI7S73u,https://api.spotify.com/v1/tracks/46T3st4rXxGq5vtFI7S73u,https://api.spotify.com/v1/audio-analysis/46T3st4rXxGq5vtFI7S73u,To Each His Own,The Modernaires and Paula Kelly,To Each His Own,['Modernaires with Paula Kelly'],0.217,0.143,0.0,-18.07,1.0,0.0408,0.989,0.14,0.112,0.182,172.219,audio_features,184500.0,5.0
1946,40,4zenavau6aK3yvLwTNB04X,spotify:track:4zenavau6aK3yvLwTNB04X,https://api.spotify.com/v1/tracks/4zenavau6aK3yvLwTNB04X,https://api.spotify.com/v1/audio-analysis/4zenavau6aK3yvLwTNB04X,Sioux City Sue,Bing Crosby and the Jesters,Sioux City Sue - 1946 Single Version / With 1954 Spoken Introduction,"['Bing Crosby', 'The Jesters', 'Bob Haggart & His Orchestra']",0.667,0.29,7.0,-13.799,0.0,0.076,0.79,0.0,0.0444,0.797,83.45,audio_features,181467.0,4.0
1946,41,5pwrRrUj38H0Ouj68n34JS,spotify:track:5pwrRrUj38H0Ouj68n34JS,https://api.spotify.com/v1/tracks/5pwrRrUj38H0Ouj68n34JS,https://api.spotify.com/v1/audio-analysis/5pwrRrUj38H0Ouj68n34JS,(I Love You) For Sentimental Reasons,King Cole Trio,(I Love You) For Sentimental Reasons,['Nat King Cole Trio'],0.49,0.101,1.0,-16.229,1.0,0.0364,0.981,0.00946,0.112,0.295,73.797,audio_features,172667.0,3.0
1947,1,0sVJQeYwYTQSjuH81HOpOF,spotify:track:0sVJQeYwYTQSjuH81HOpOF,https://api.spotify.com/v1/tracks/0sVJQeYwYTQSjuH81HOpOF,https://api.spotify.com/v1/audio-analysis/0sVJQeYwYTQSjuH81HOpOF,Near You,Francis Craig,Near You,['Francis Craig'],0.502,0.151,7.0,-21.635,1.0,0.0315,0.989,0.82,0.275,0.588,133.995,audio_features,172748.0,4.0
1947,2,7wOypVbv6u3sdnjBwLqFgO,spotify:track:7wOypVbv6u3sdnjBwLqFgO,https://api.spotify.com/v1/tracks/7wOypVbv6u3sdnjBwLqFgO,https://api.spotify.com/v1/audio-analysis/7wOypVbv6u3sdnjBwLqFgO,Peg o' My Heart,The Harmonicats,Peg O' My Heart,"[""Jerry Murad's Harmonicats""]",0.427,0.201,11.0,-11.632,0.0,0.0364,0.364,0.329,0.423,0.522,67.071,audio_features,133813.0,4.0
1947,3,2YIWbp45LbCno7LmRUjH8Z,spotify:track:2YIWbp45LbCno7LmRUjH8Z,https://api.spotify.com/v1/tracks/2YIWbp45LbCno7LmRUjH8Z,https://api.spotify.com/v1/audio-analysis/2YIWbp45LbCno7LmRUjH8Z,Heartaches,Ted Weems,Heartaches - Remastered,['Ted Weems'],0.708,0.844,5.0,-7.968,0.0,0.0522,0.714,0.783,0.144,0.861,132.785,audio_features,157107.0,4.0
1947,4,38sOogpY9Oce0OQRNP6Y2z,spotify:track:38sOogpY9Oce0OQRNP6Y2z,https://api.spotify.com/v1/tracks/38sOogpY9Oce0OQRNP6Y2z,https://api.spotify.com/v1/audio-analysis/38sOogpY9Oce0OQRNP6Y2z,Linda,Ray Noble Orchestra and Buddy Clark,Linda,"['Buddy Clark', 'Anita Gordon', 'Ray Noble']",0.55,0.0821,5.0,-18.878,1.0,0.0776,0.992,0.0306,0.102,0.532,101.279,audio_features,198000.0,4.0
1947,4,05HBDnASISMJN46VxzDafK,spotify:track:05HBDnASISMJN46VxzDafK,https://api.spotify.com/v1/tracks/05HBDnASISMJN46VxzDafK,https://api.spotify.com/v1/audio-analysis/05HBDnASISMJN46VxzDafK,Smoke! Smoke! Smoke! (That Cigarette),Tex Williams,Smoke! Smoke! Smoke! (That Cigarette),['Tex Williams'],0.653,0.716,4.0,-7.443,1.0,0.367,0.748,0.0,0.062,0.877,124.51,audio_features,163333.0,4.0
1947,6,09koJWG1CyO4tLzCfuzTcV,spotify:track:09koJWG1CyO4tLzCfuzTcV,https://api.spotify.com/v1/tracks/09koJWG1CyO4tLzCfuzTcV,https://api.spotify.com/v1/audio-analysis/09koJWG1CyO4tLzCfuzTcV,I Wish I Didn't Love You So,Vaughn Monroe,I Wish I Didn't Love You So,['Vaughn Monroe'],0.289,0.22,10.0,-11.367,1.0,0.0312,0.929,0.0836,0.083,0.315,101.898,audio_features,164653.0,4.0
1947,7,6H1BaNZyIv0pWoLkx8omDd,spotify:track:6H1BaNZyIv0pWoLkx8omDd,https://api.spotify.com/v1/tracks/6H1BaNZyIv0pWoLkx8omDd,https://api.spotify.com/v1/audio-analysis/6H1BaNZyIv0pWoLkx8omDd,Peg o' My Heart,The Three Suns,Peg O' My Heart,['The Three Suns'],0.471,0.157,0.0,-18.368,1.0,0.04,0.571,0.306,0.0859,0.56,77.213,audio_features,143767.0,4.0
1947,8,0JTO2pJ6pSZfjCoUc43IVL,spotify:track:0JTO2pJ6pSZfjCoUc43IVL,https://api.spotify.com/v1/tracks/0JTO2pJ6pSZfjCoUc43IVL,https://api.spotify.com/v1/audio-analysis/0JTO2pJ6pSZfjCoUc43IVL,The Anniversary Song,Al Jolson,Anniversary Song,['Al Jolson'],0.286,0.3,1.0,-15.655,0.0,0.0398,0.809,6.22e-05,0.153,0.206,82.615,audio_features,184160.0,1.0
1947,9,13aIYTBzkIXTAzMEsl6CiQ,spotify:track:13aIYTBzkIXTAzMEsl6CiQ,https://api.spotify.com/v1/tracks/13aIYTBzkIXTAzMEsl6CiQ,https://api.spotify.com/v1/audio-analysis/13aIYTBzkIXTAzMEsl6CiQ,Near You,Larry Green Orchestra,Near You,"['Larry Green', 'His Orchestra']",0.73,0.183,0.0,-12.982,1.0,0.0429,0.959,0.0,0.148,0.393,120.724,audio_features,180947.0,4.0
1947,10,5bEAOUXEbX0Eg9nZ7FcKCq,spotify:track:5bEAOUXEbX0Eg9nZ7FcKCq,https://api.spotify.com/v1/tracks/5bEAOUXEbX0Eg9nZ7FcKCq,https://api.spotify.com/v1/audio-analysis/5bEAOUXEbX0Eg9nZ7FcKCq,That's My Desire,Sammy Kaye,Coming Home Song,['Sammy Rae & The Friends'],0.631,0.597,5.0,-5.43,1.0,0.0381,0.444,7.75e-05,0.0755,0.368,117.093,audio_features,200964.0,3.0
1947,11,4Yuug0cnC1XHjAyLe11yUq,spotify:track:4Yuug0cnC1XHjAyLe11yUq,https://api.spotify.com/v1/tracks/4Yuug0cnC1XHjAyLe11yUq,https://api.spotify.com/v1/audio-analysis/4Yuug0cnC1XHjAyLe11yUq,Ballerina,Vaughn Monroe,Dance Ballerina Dance,['Vaughn Monroe'],0.551,0.379,9.0,-11.712,1.0,0.0606,0.972,0.921,0.295,0.812,121.965,audio_features,208053.0,4.0
1947,12,7rBL12epoBB1HSSVIzNa7y,spotify:track:7rBL12epoBB1HSSVIzNa7y,https://api.spotify.com/v1/tracks/7rBL12epoBB1HSSVIzNa7y,https://api.spotify.com/v1/audio-analysis/7rBL12epoBB1HSSVIzNa7y,Mam'selle,Art Lund,Mam'selle,['Art Lund'],0.285,0.251,4.0,-11.761,1.0,0.0312,0.773,0.00333,0.357,0.306,74.848,audio_features,196547.0,4.0
1947,12,2oGCMCYEGI6BB9ruLT4caq,spotify:track:2oGCMCYEGI6BB9ruLT4caq,https://api.spotify.com/v1/tracks/2oGCMCYEGI6BB9ruLT4caq,https://api.spotify.com/v1/audio-analysis/2oGCMCYEGI6BB9ruLT4caq,"Managua, Nicaragua",Freddy Martin,"Managua, Nicaragua",['Freddy Martin'],0.68,0.282,2.0,-9.523,1.0,0.0364,0.915,4.48e-05,0.0795,0.713,61.554,audio_features,172773.0,4.0
1947,14,2MxFk746e4LJmVUHm8OqDc,spotify:track:2MxFk746e4LJmVUHm8OqDc,https://api.spotify.com/v1/tracks/2MxFk746e4LJmVUHm8OqDc,https://api.spotify.com/v1/audio-analysis/2MxFk746e4LJmVUHm8OqDc,"Chi-Baba, Chi-Baba (My Bambino Go to Sleep)",Perry Como,"Chi-Baba, Chi-Baba (My Bambino Go To Sleep)",['Perry Como'],0.602,0.159,10.0,-15.947,1.0,0.0513,0.992,0.000155,0.0739,0.623,87.787,audio_features,176840.0,4.0
1947,14,1MBtVG9uZ2ODiJanIqJi1i,spotify:track:1MBtVG9uZ2ODiJanIqJi1i,https://api.spotify.com/v1/tracks/1MBtVG9uZ2ODiJanIqJi1i,https://api.spotify.com/v1/audio-analysis/1MBtVG9uZ2ODiJanIqJi1i,Temptation (Tim-Tayshun),Red Ingle and The Natural Seven and Jo Stafford,Temptation (Tim-Tayshun),"['Jo Stafford', 'Red Ingle & Natural Seven']",0.858,0.48,10.0,-8.567,1.0,0.0629,0.639,1.58e-06,0.031,0.965,114.321,audio_features,162893.0,4.0
